timestamp,sex,height,weight,wingspan,years_climbing,indoor_outdoor,hardest_boulder_ever,hardest_boulder_recent,hardest_boulder_confident,hardest_route_ever,hardest_route_recent,hardest_route_confident,weekly_count_climbing,weekly_hours_climbing,weekly_hours_training,weekly_count_hangboard,hangboard_grips,hangboard_style,weekly_count_campus,weekly_hours_campus,weekly_count_endurance,endurance_style,weekly_count_strength,session_hours_strength,strength_style,other_activities,pullups_maxcount,pushups_maxcount,cid
30/01/2017 08:19:31,M,160.0,52.0,163.0,2 - 2.5 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,9,9,3,"['Half Crimp', 'Open Crimp']",['Max weight'],3,1,0,,3,3,"['Antagonists', 'Legs', 'Core', 'Upper body pushing']",,15.0,50.0,old tweaked pulley
30/01/2017 08:43:42,M,185.0,67.0,,6 - 6.5 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,22,20,17,2,1,4,0,"[""I don't Hangboard""]",,2,0,0,,1,1,"['Legs', 'Core', 'Upper body pushing']",,,,static van life
30/01/2017 09:00:54,M,177.0,71.0,178.0,More than 15 years,Indoor and outdoor climbing,V10,V9,V8,30,28,27,3,7,2,2,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Middle 2']","['Max weight', 'Repeaters']",2,1,2,"['threshold intervals', 'other']",3,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['cardio', 'biking']",25.0,25.0,static chalk eater
30/01/2017 09:07:50,M,160.0,44.0,167.0,4.5 - 5 years,Indoor and outdoor climbing,V9,V9,V6,I don't climb routes,I don't climb routes,I don't climb routes,7,12,12,3,['Half Crimp'],"['Max weight', 'Min Edge']",0,0,3,['ARC'],4,4,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['running'],,,free slab monarch
30/01/2017 09:27:21,M,172.0,68.0,172.0,2 - 2.5 years,Indoor and outdoor climbing,V9,V9,V7,I don't climb routes,I don't climb routes,I don't climb routes,3,4,5,2,"['Half Crimp', 'Open Crimp', 'Slopers']","['Max weight', 'Min Edge', 'Repeaters']",1,1,0,,3,9,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['cardio', 'walking']",25.0,,frenzied hydroflask
30/01/2017 10:04:20,M,180.0,63.0,177.0,More than 15 years,Indoor and outdoor climbing,V9,V8,V7,27,24,24,3,4,6,2,"['Half Crimp', 'Open Crimp', 'Pinch']",['Max weight'],0,0,0,,1,1,['Core'],,22.0,35.0,dry-firing pebble
30/01/2017 10:40:11,M,184.0,78.0,184.0,4 - 4.5 years,Indoor and outdoor climbing,V11,V10,V8,26,I don't climb routes,I don't climb routes,4,11,2,0,"[""I don't Hangboard""]",,1,1,1,,2,6,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['acrobatics', 'soccer']",,,pinch-loving finger
30/01/2017 11:02:31,M,183.0,77.5,193.0,2.5 - 3 years,Indoor and outdoor climbing,V10,V10,V7,I don't climb routes,I don't climb routes,I don't climb routes,5,12,6,3,"['Half Crimp', 'Open Crimp', 'Back 2']","['Max weight', 'Min Edge']",1,1,0,,3,4,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['mountain biking'],18.0,42.0,pinch-hating gym bro
30/01/2017 11:06:40,M,182.0,78.0,190.0,3 - 3.5 years,Indoor and outdoor climbing,V7,V6,V4,22,20,19,3,2,3,1,"['Half Crimp', 'Open Crimp', 'Pinch']",['Repeaters'],0,0,0,,2,1,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['running', 'biking']",20.0,50.0,chalk-eating crusher
30/01/2017 11:13:06,M,184.0,90.0,186.0,More than 15 years,Indoor and outdoor climbing,V8,V6,V4,26,17,22,2,4,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,,,big pulley
30/01/2017 11:13:32,M,178.0,68.0,178.0,2 - 2.5 years,Indoor and outdoor climbing,V8,V8,V6,26,26,24,2,6,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,,,pinch-loving chalk eater
30/01/2017 11:18:57,M,178.0,79.0,172.0,13 - 13.5 years,Indoor and outdoor climbing,V8,V7,V5,30,27,24,4,9,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,12.0,25.0,friendly masochist
30/01/2017 11:24:46,M,190.0,87.0,194.0,.5 - 1 years,Indoor Climbing only,V3,V3,V2,17,17,17,2,2,2,0,"[""I don't Hangboard""]",,0,0,0,,5,6,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,8.0,12.0,pinch-loving sloper hater
30/01/2017 11:40:48,M,185.0,86.0,188.0,10 - 10.5 years,Indoor and outdoor climbing,V7,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,2,5,1,0,"['Open Crimp', 'Front 3', 'Front 2', 'Middle 2', 'Slopers']",['Other protocol'],2,1,0,,0,0,"['Antagonists', 'Core', 'Upper body pushing']",,15.0,20.0,moonboarding finger
30/01/2017 11:45:35,M,176.0,70.0,180.0,0 - .5 years,Indoor Climbing only,V3,V3,V2,22,22,20,2,6,0,0,"[""I don't Hangboard""]",,0,0,0,,2,2,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,19.0,50.0,moonboarding van life
30/01/2017 11:50:58,M,185.0,68.0,188.0,4 - 4.5 years,Indoor and outdoor climbing,V8,V7,V5,25,I don't climb routes,25,3,3,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,['biking'],10.0,10.0,chalk-eating tendonitis
30/01/2017 12:13:21,M,183.0,84.0,190.5,1 - 1.5 years,Indoor Climbing only,V8,V7,V6,25,20,20,6,5,10,1,"['Half Crimp', 'Open Crimp', 'Slopers']",['Max weight'],2,5,0,,4,10,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,14.0,30.0,dynamic amateur
30/01/2017 12:25:06,M,185.0,82.0,178.0,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,24,24,19,3,9,0,0,"[""I don't Hangboard""]",,0,0,3,"['Laps of routes', 'route climbing intervals', 'threshold intervals']",2,4,"['Antagonists', 'Core']",['cardio'],16.0,25.0,gnarly chalk eater
30/01/2017 12:43:54,M,184.0,75.0,187.0,3.5 - 4 years,Indoor and outdoor climbing,V7,V7,V5,25,25,22,3,12,6,1,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 3', 'Front 2', 'Slopers', 'Monos']",['Max weight'],1,1,2,"['Laps of routes', 'route climbing intervals']",2,8,"['Antagonists', 'Legs', 'Core', 'Upper body pushing']","['yoga', 'running']",20.0,50.0,jug-hating chalk eater
30/01/2017 12:47:11,F,175.0,55.0,167.0,11.5 - 12 years,Indoor Climbing only,I don't boulder,I don't boulder,I don't boulder,25,22,20,2,6,1,1,"['Full Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Slopers', 'Monos']",['Repeaters'],0,0,1,"['4x4', 'Max moves']",0,0,,,,,chalk-snorting hydroflask
30/01/2017 12:47:46,M,188.0,83.5,,4 - 4.5 years,Indoor and outdoor climbing,V6,V6,V5,24,24,22,3,8,3,1,"['Half Crimp', 'Open Crimp']",['Max weight'],1,1,1,['ARC'],4,4,"['Antagonists', 'Core', 'Upper body pushing']",['yoga'],,,sloper-loving van life
30/01/2017 13:15:52,M,187.96,73.5,193.0,2.5 - 3 years,Indoor and outdoor climbing,V8,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,6,3,3,"['Half Crimp', 'Open Crimp', 'Slopers']","['Max weight', 'Repeaters']",2,1,0,"[""I don't train for endurance"", '4x4', 'hangboard repeater protocols', 'Max moves']",2,2,"['Antagonists', 'Core', 'Upper body pushing']",,,,old couch surfer
30/01/2017 13:17:37,M,172.0,67.0,178.0,4 - 4.5 years,Indoor and outdoor climbing,V9,V8,V7,28,25,26,4,10,10,0,"['Full Crimp', 'Half Crimp', 'Open Crimp']",['Min Edge'],0,0,0,,5,10,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,,,moonboarding pebble
30/01/2017 13:31:00,M,183.0,68.0,182.0,2 - 2.5 years,Indoor and outdoor climbing,V6,V5,V4,23,22,20,3,8,1,0,"[""I don't Hangboard""]",,3,1,2,['4x4'],3,1,,,,,sanded sloper expert
30/01/2017 13:39:55,F,157.5,48.5,157.0,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V5,27,27,23,4,8,4,2,"['Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Middle 2', 'Pinch']",['Repeaters'],1,1,1,"['hangboard repeater protocols', 'ARC']",4,3,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,7.0,,static crimper
30/01/2017 13:43:02,M,180.0,73.4,183.0,7 - 7.5 years,Indoor and outdoor climbing,V10,V10,V6,I don't climb routes,I don't climb routes,I don't climb routes,3,2,5,1,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Slopers', 'Pinch']",['Max weight'],0,0,0,,3,1,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['yoga'],25.0,45.0,kid pebble
30/01/2017 13:54:44,M,177.0,59.0,177.0,.5 - 1 years,Indoor Climbing only,V6,V6,V4,22,22,18,3,7,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,15.0,50.0,dynamic pulley
30/01/2017 13:55:18,M,178.0,58.0,,1.5 - 2 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,2,5,1,0,"[""I don't Hangboard""]",,0,0,0,,1,1,"['Core', 'Upper body pulling', 'Upper body pushing']",,10.0,25.0,big jug lord
30/01/2017 14:10:08,M,181.0,74.0,,0 - .5 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,0,"[""I don't Hangboard""]",,0,0,1,,0,0,,['biking'],,,big finger
30/01/2017 14:11:25,F,168.0,52.0,172.0,7.5 - 8 years,Indoor and outdoor climbing,V6,V6,V4,24,24,22,3,7,6,2,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Slopers']",['Repeaters'],2,2,2,"['Laps of routes', 'other']",1,1,"['Core', 'Upper body pulling']","['yoga', 'running']",17.0,46.0,gnarly slab monarch
30/01/2017 14:31:27,M,180.0,71.0,180.0,3.5 - 4 years,Indoor and outdoor climbing,V5,V5,V4,26,26,25,4,11,2,2,"['Half Crimp', 'Open Crimp', 'Front 3']",['Repeaters'],0,0,0,,1,1,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,,,chossy crusher
30/01/2017 14:36:32,M,180.0,70.3,187.0,9 - 9.5 years,Indoor and outdoor climbing,V11,V9,V8,29,26,28,4,8,8,2,"['Half Crimp', 'Pinch']","['Max weight', 'Repeaters']",0,0,2,"['4x4', 'hangboard repeater protocols']",2,4,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,18.0,21.0,chalk-snorting gym bro
30/01/2017 14:43:38,M,182.0,72.5,182.0,3 - 3.5 years,Indoor and outdoor climbing,V4,V4,V2,20,18,16,2,5,0,0,"['Half Crimp', 'Front 3', 'Slopers']",['Max weight'],0,0,0,['4x4'],0,1,"['Antagonists', 'Core']",,10.0,50.0,crack-addicted couch surfer
30/01/2017 14:44:23,M,178.0,85.0,186.0,5.5 - 6 years,Indoor and outdoor climbing,V8,V6,V4,26,23,21,1,3,3,0,"[""I don't Hangboard""]",,1,0,1,['4x4'],5,9,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['acrobatics', 'skiing', 'surfing']",20.0,80.0,dry-firing afficionado
30/01/2017 14:46:51,M,183.0,93.0,183.0,.5 - 1 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,4,1,0,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Slopers']","['Min Edge', 'Repeaters']",0,0,1,"['4x4', 'hangboard repeater protocols']",5,5,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,18.0,40.0,free finger
30/01/2017 14:48:34,M,172.0,67.0,174.0,5.5 - 6 years,Indoor and outdoor climbing,V6,V5,V4,26,24,20,2,5,0,0,"[""I don't Hangboard""]",,0,0,1,['Laps of routes'],2,2,"['Legs', 'Core']",['martial arts'],,,crimp-loving gumby
30/01/2017 14:53:03,M,176.0,58.0,179.0,5.5 - 6 years,Indoor and outdoor climbing,V10,V9,V8,28,27,25,4,12,6,2,"['Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Slopers', 'Pinch']",['Repeaters'],1,1,1,"['hangboard repeater protocols', 'Max moves', 'Laps of routes', 'ARC', ""Feet on 'campusing'"", 'route climbing intervals']",3,1,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['running'],50.0,50.0,sloper-hating ladder admirer
30/01/2017 14:56:03,M,181.0,79.4,182.0,2.5 - 3 years,Indoor and outdoor climbing,V9,V9,V7,28,28,27,5,9,3,2,"['Half Crimp', 'Pinch']",['Max weight'],2,2,1,"['4x4', 'systems boards', 'Laps of routes', 'threshold intervals']",6,7,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['cardio'],30.0,,dynamic crusher
30/01/2017 14:57:46,M,183.0,71.2,183.0,10 - 10.5 years,Indoor and outdoor climbing,V7,V7,V6,25,22,24,3,7,1,2,"['Half Crimp', 'Open Crimp']","['Max weight', 'Min Edge']",0,0,0,,2,1,"['Antagonists', 'Upper body pulling', 'Upper body pushing']",,14.0,,kid slab monarch
30/01/2017 15:02:47,M,171.0,74.0,180.0,4.5 - 5 years,Indoor and outdoor climbing,V6,I don't boulder,V4,27,27,25,3,7,0,0,"[""I don't Hangboard""]",,0,0,3,"[""I don't train for endurance"", 'Laps of routes']",2,2,"['Antagonists', 'Legs', 'Upper body pulling', 'Upper body pushing']",,20.0,75.0,frenzied amateur
30/01/2017 15:08:42,M,175.0,50.0,110.0,10.5 - 11 years,Indoor and outdoor climbing,V7,V7,V4,21,21,19,1,3,8,0,"[""I don't Hangboard""]",,0,0,0,"['4x4', 'Laps of routes', 'route climbing intervals']",7,7,"['Legs', 'Core', 'Upper body pushing']","['yoga', 'running', 'biking', 'hiking']",10.0,20.0,static setter
30/01/2017 15:13:46,M,190.0,,,0 - .5 years,Indoor Climbing only,V1,V1,V0,I don't climb routes,I don't climb routes,I don't climb routes,2,4,0,0,"[""I don't Hangboard""]",,0,0,0,,4,6,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['cardio'],10.0,,frenzied slab monarch
30/01/2017 15:15:20,M,178.0,78.0,185.0,3 - 3.5 years,Indoor and outdoor climbing,V7,V6,V4,23,23,20,4,6,8,1,"['Full Crimp', 'Open Crimp', 'Front 3', 'Middle 2', 'Slopers']",['Repeaters'],3,1,1,['Laps of routes'],1,2,"['Core', 'Upper body pulling']","['trail running', 'running']",15.0,40.0,chalk-eating chalk eater
30/01/2017 15:20:45,M,173.0,61.2,166.0,4 - 4.5 years,Indoor and outdoor climbing,V9,V9,V7,29,29,27,5,14,6,1,"['Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Monos']",['Min Edge'],2,2,0,,1,2,"['Antagonists', 'Core', 'Upper body pulling']",,,,dirt-eating gumby
30/01/2017 15:49:21,M,167.0,60.5,169.0,4.5 - 5 years,Indoor and outdoor climbing,V8,V6,V6,26,26,26,2,4,2,1,"['Half Crimp', 'Open Crimp']","['Max weight', 'Repeaters']",1,1,1,['4x4'],2,2,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['biking'],,,chalk-eating masochist
30/01/2017 15:50:28,M,175.0,86.0,,2 - 2.5 years,Indoor and outdoor climbing,V6,V6,V4,25,22,23,4,12,4,2,"['Half Crimp', 'Open Crimp', 'Middle 2', 'Slopers', 'Pinch', 'Monos']","['Max weight', 'Min Edge']",1,2,1,"['4x4', 'hangboard repeater protocols', 'Max moves', 'systems boards', 'Laps of routes', 'route climbing intervals']",1,2,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['yoga', 'cardio']",15.0,27.0,bomber crusher
30/01/2017 15:57:33,M,185.0,72.0,183.0,13 - 13.5 years,Indoor and outdoor climbing,V11,V9,V8,30,27,29,3,2,6,2,"['Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Slopers', 'Pinch']",['Repeaters'],2,1,2,['4x4'],2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['pilates'],,,couch-surfing finger
30/01/2017 16:07:26,M,178.0,75.0,176.0,1 - 1.5 years,Outdoor Climbing only,I don't boulder,I don't boulder,I don't boulder,23,22,20,0,0,2,0,"[""I don't Hangboard""]",,0,0,2,['other'],2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['yoga', 'cardio', 'soccer']",24.0,46.0,chossy sloper hater
30/01/2017 16:18:39,M,179.0,70.0,178.0,11.5 - 12 years,Indoor and outdoor climbing,V6,V6,V4,27,27,23,2,6,2,1,"['Full Crimp', 'Half Crimp', 'Back 2', 'Pinch']",['Repeaters'],0,0,0,,0,0,,,15.0,,chalk-snorting van life
30/01/2017 16:25:32,M,175.0,68.0,175.0,3.5 - 4 years,Indoor and outdoor climbing,V9,V9,V7,26,25,24,4,6,3,2,['Half Crimp'],['Max weight'],0,0,0,['Laps of routes'],1,1,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,,,old tendonitis
30/01/2017 16:31:02,M,170.0,70.0,,8 - 8.5 years,Indoor Climbing only,V7,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,1,2,1,0,"['Open Crimp', 'Slopers', 'Pinch']",['Min Edge'],1,0,0,"[""I don't train for endurance"", '4x4', 'systems boards', 'Laps of routes']",1,1,"['Core', 'Upper body pulling']",,6.0,,kid sloper expert
30/01/2017 16:35:57,M,165.0,63.0,169.0,14.5 - 15 years,Indoor and outdoor climbing,V10,V6,V6,24,23,22,1,3,1,2,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 3', 'Middle 2', 'Slopers']",['Repeaters'],1,1,0,"['4x4', 'hangboard repeater protocols', 'ARC']",2,1,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['yoga'],20.0,50.0,dynamic setter
30/01/2017 16:46:51,F,163.0,53.0,161.0,1 - 1.5 years,Indoor and outdoor climbing,V3,V3,V2,22,20,20,2,5,2,0,"[""I don't Hangboard""]",,0,0,1,['Laps of routes'],1,1,"['Legs', 'Core', 'Upper body pulling', 'No other strength training']","['cardio', 'running']",2.0,,sloper-loving crimper
30/01/2017 16:57:22,M,,60.0,,6 - 6.5 years,Indoor and outdoor climbing,V5,V4,V3,24,23,23,2,3,2,2,"['Half Crimp', 'Front 3']",['Max weight'],0,0,1,['Laps of routes'],2,2,"['Antagonists', 'Legs', 'Upper body pulling']",['biking'],,,pinch-hating afficionado
30/01/2017 17:16:10,M,178.0,75.0,180.0,13 - 13.5 years,Indoor and outdoor climbing,V10,V10,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,16,4,2,['Half Crimp'],['Max weight'],0,0,2,"['Laps of routes', 'ARC']",2,1,"['Antagonists', 'Upper body pushing']",,25.0,50.0,sturdy gym bro
30/01/2017 17:44:46,M,177.4,66.0,177.9,More than 15 years,Indoor and outdoor climbing,V10,V8,V7,30,28,27,4,2,6,1,"['Half Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Pinch']","['Max weight', 'Min Edge']",2,3,1,['4x4'],1,2,"['Antagonists', 'Core', 'Upper body pushing']",['stretching'],,30.0,static afficionado
30/01/2017 17:51:24,M,191.0,84.0,195.0,2 - 2.5 years,Indoor Climbing only,V3,V3,V1,19,17,17,1,3,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,"['yoga', 'running']",15.0,,jug-loving couch surfer
30/01/2017 18:11:58,F,172.0,67.0,175.0,7.5 - 8 years,Indoor and outdoor climbing,V9,V9,V8,28,27,27,4,1,9,1,"['Half Crimp', 'Open Crimp', 'Front 3']",['Repeaters'],2,2,0,,3,3,"['Core', 'Upper body pulling']",['cardio'],12.0,,sloper-hating sloper hater
30/01/2017 18:25:14,M,180.5,65.8,190.5,1.5 - 2 years,Indoor and outdoor climbing,V8,V8,V6,25,24,23,3,9,1,0,"[""I don't Hangboard""]",,0,0,1,"['4x4', 'Laps of routes', 'other']",0,0,,,,,old finger
30/01/2017 18:30:50,M,172.0,59.0,172.0,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V4,I don't climb routes,I don't climb routes,I don't climb routes,4,12,0,0,"[""I don't Hangboard""]",,0,0,0,,2,4,"['Antagonists', 'Core', 'Upper body pushing']",,15.0,,old amateur
30/01/2017 18:31:27,F,153.0,45.5,155.0,0 - .5 years,Indoor Climbing only,V3,V3,V2,17,17,17,2,4,0,0,"[""I don't Hangboard""]",,0,0,0,,2,1,['Antagonists'],['running'],5.0,24.0,novice pebble
30/01/2017 18:46:40,M,163.0,62.0,173.0,4 - 4.5 years,Indoor and outdoor climbing,V10,V10,V8,26,I don't climb routes,24,4,14,6,2,['Half Crimp'],['Other protocol'],1,2,0,,2,2,"['Core', 'Upper body pulling', 'Upper body pushing']",,15.0,,sturdy ladder admirer
30/01/2017 18:58:43,M,171.0,64.0,172.0,1 - 1.5 years,Indoor and outdoor climbing,V8,V8,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,8,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,19.0,50.0,sturdy tweaked pulley
30/01/2017 19:22:26,M,178.0,65.0,179.0,3 - 3.5 years,Indoor and outdoor climbing,V6,V5,V4,I don't climb routes,I don't climb routes,I don't climb routes,2,7,1,0,"[""I don't Hangboard""]",,0,0,0,['other'],0,0,,,,,dynamic pebble
30/01/2017 19:23:51,M,190.0,78.0,190.0,1.5 - 2 years,Indoor Climbing only,V6,V6,V4,29,29,29,3,5,2,0,"[""I don't Hangboard""]",,0,0,1,['Laps of routes'],2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['cardio'],6.0,20.0,frolicking jug lord
30/01/2017 19:29:35,F,152.0,51.0,,1 - 1.5 years,Indoor and outdoor climbing,V5,V5,V3,22,20,19,3,7,4,0,"[""I don't Hangboard""]",,0,0,1,['systems boards'],3,4,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']","['yoga', 'trail running', 'running', 'biking']",8.0,25.0,crack-addicted sloper hater
30/01/2017 19:52:07,F,,44.0,174.0,1.5 - 2 years,Indoor Climbing only,V2,V2,V1,20,19,16,1,0,2,0,"[""I don't Hangboard""]",,0,0,1,['Laps of routes'],6,2,"['Legs', 'Core', 'Upper body pushing']",,2.0,20.0,moonboarding jug lord
30/01/2017 19:57:25,M,194.0,84.0,196.0,7 - 7.5 years,Indoor and outdoor climbing,V8,V8,V7,29,29,27,3,4,3,3,['Half Crimp'],['Max weight'],1,1,1,"['4x4', 'ARC', 'threshold intervals']",0,0,,,,,dry-firing amateur
30/01/2017 20:03:39,F,163.0,57.0,150.0,.5 - 1 years,Indoor Climbing only,V3,V3,V2,13,13,13,2,4,0,0,"[""I don't Hangboard""]",,0,0,0,,2,2,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['stretching', 'cardio']",2.0,30.0,friendly couch surfer
30/01/2017 20:49:08,F,170.0,,170.0,1.5 - 2 years,Indoor and outdoor climbing,V5,V5,V4,I don't climb routes,I don't climb routes,I don't climb routes,4,12,0,0,"[""I don't Hangboard""]",,0,0,0,,2,2,"['Antagonists', 'Core']",,,,dynamic dirtbag
30/01/2017 21:01:53,M,188.0,73.0,199.0,0 - .5 years,Indoor and outdoor climbing,V6,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,1,6,2,"['Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Slopers', 'Pinch']","['Max weight', 'Min Edge']",1,1,0,,2,2,"['Antagonists', 'Core', 'Upper body pulling']",,74.0,100.0,pinch-hating pulley
30/01/2017 21:05:27,M,178.0,73.0,178.0,More than 15 years,Indoor and outdoor climbing,V9,I don't boulder,V6,28,I don't climb routes,26,2,4,4,2,['Half Crimp'],['Max weight'],0,0,0,,4,4,"['Core', 'Upper body pulling', 'Upper body pushing']",,20.0,36.0,crimp-loving pinchster
30/01/2017 21:12:28,M,182.0,72.0,181.0,10 - 10.5 years,Indoor Climbing only,V11,V11,V9,31,29,30,5,15,5,2,['Half Crimp'],"['Max weight', 'Repeaters']",1,1,2,"['4x4', 'hangboard repeater protocols', 'Max moves', 'Laps of routes', ""Feet on 'campusing'"", 'route climbing intervals']",1,2,"['Core', 'Upper body pulling', 'Upper body pushing']","['stretching', 'running']",,,chalk-eating amateur
30/01/2017 21:16:26,M,165.0,54.0,165.0,6 - 6.5 years,Indoor Climbing only,V7,V6,V5,25,25,23,3,6,3,3,"['Half Crimp', 'Middle 2', 'Pinch']",['Max weight'],0,0,1,['route climbing intervals'],2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,,20.0,crimp-loving dirtbag
30/01/2017 21:17:56,M,187.0,86.0,,1.5 - 2 years,Indoor and outdoor climbing,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,8,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,,,gnarly crimper
30/01/2017 22:49:28,F,154.0,50.0,159.0,0 - .5 years,Indoor Climbing only,V1,V1,V0,I don't climb routes,I don't climb routes,I don't climb routes,2,4,2,0,"[""I don't Hangboard""]",,0,0,0,,2,2,"['Antagonists', 'Legs', 'Upper body pulling', 'Upper body pushing']",['yoga'],,,sloper-loving hydroflask
30/01/2017 22:53:32,M,180.0,74.0,191.0,1 - 1.5 years,Indoor and outdoor climbing,V9,V9,V6,25,21,21,5,15,2,2,"['Half Crimp', 'Front 2', 'Back 2']",['Max weight'],1,1,0,,1,1,"['Core', 'Upper body pulling', 'Upper body pushing']","['mountain biking', 'surfing']",16.0,55.0,dry-firing gym bro
30/01/2017 22:54:26,M,182.0,68.0,182.0,2.5 - 3 years,Indoor and outdoor climbing,V5,V5,V4,25,23,21,2,6,8,3,"['Half Crimp', 'Open Crimp', 'Front 3', 'Middle 2', 'Slopers']","['Max weight', 'Repeaters']",0,0,1,"['4x4', 'route climbing intervals']",2,3,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['yoga'],14.0,,crack-addicted hand
30/01/2017 23:41:40,M,186.0,76.0,180.0,6.5 - 7 years,Indoor and outdoor climbing,V8,V7,V7,25,24,23,2,5,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,15.0,25.0,crimp-hating gumby
30/01/2017 23:52:08,F,163.0,48.0,150.0,.5 - 1 years,Indoor Climbing only,V3,V3,V2,18,18,16,1,3,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,0.0,0.0,big gym bro
31/01/2017 00:30:00,M,180.0,70.0,183.0,4.5 - 5 years,Indoor and outdoor climbing,V9,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,2,6,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,14.0,70.0,sloper-loving pulley
31/01/2017 00:59:17,M,172.0,58.0,178.0,1.5 - 2 years,Indoor and outdoor climbing,V12,V11,V8,I don't climb routes,I don't climb routes,I don't climb routes,5,12,5,3,"['Full Crimp', 'Half Crimp']","['Max weight', 'One arm hang program']",2,2,0,,3,3,"['Core', 'Upper body pulling', 'Upper body pushing']",,25.0,,sloper-loving chalk eater
